StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q372,Q1,Q166,Q2,Q375,Q89,Q3,Q6,Q7,Q10,Q88,Q191,Q192,Q190,Q1_1,Q1_1c,Q1_2,Q1_2c,Q1_2s,Q1_2r,Q1_2p,Q2_1,Q2_1c,Q2_2,Q2_2c,Q2_2s,Q2_2r,Q2_2p,Q690,Q691,Q692,Q693,Q694,Q695,Q696,Q697,Q698,Q699,Q700,Q701,Q702,Q703,Q711,Q712,Q713,Q714,Q715,Q716,Q717,Q718,Q719,Q720,Q721,Q722,Q723,Q724,Q725,Q726,Q727,Q728,Q729,Q730,Q731,Q739,Q740,Q741,Q742,Q743,Q744,Q745,Q753,Q754,Q755,Q756,Q757,Q758,Q759,Q760,Q761,Q762,Q763,Q764,Q765,Q766,Q774,Q775,Q776,Q777,Q778,Q779,Q780,Q781,Q782,Q783,Q784,Q785,Q786,Q787,Q788,Q789,Q790,Q791,Q792,Q793,Q794,Q795,Q796,Q797,Q798,Q799,Q800,Q801,Q809,Q810,Q811,Q812,Q813,Q814,Q815,Q816,Q817,Q818,Q819,Q820,Q821,Q822,Q823,Q824,Q825,Q826,Q827,Q828,Q829,Q830,Q831,Q832,Q833,Q834,Q835,Q836,Q200,Q370,Q376,Q373
7/7/2024 13:44,7/7/2024 14:11,IP Address,67.66.140.13,100,1625,TRUE,7/7/2024 14:11,R_GPKx45OEk8gYHw5,,,,,38.6185,-90.3449,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Have tried once or twice,Inaccurate,Major factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,-2,-1,0,Angelman syndrome,1,Angelman syndrome,2,-2,-1,1,Noonan syndrome,2,Noonan syndrome,2,-2,-2,0,Unaffected,1,Unaffected,1,-1,-2,0,Unaffected,2,Unaffected,1,-2,-1,-2,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,0,Noonan syndrome,1,Williams syndrome,1,-2,-2,1,Williams syndrome,1,Williams syndrome,0,-2,-2,1,Kabuki syndrome,1,Williams syndrome,1,-2,-1,1,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-1,-1,1,Williams syndrome,2,Williams syndrome,2,-2,-2,1,Unaffected,1,Unaffected,1,-2,-2,0,Williams syndrome,1,Williams syndrome,0,-2,-1,-1,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-1,-2,0,Williams syndrome,0,Williams syndrome,0,-1,-1,0,Noonan syndrome,2,Noonan syndrome,2,-1,-2,0,Williams syndrome,2,Williams syndrome,2,-2,-2,-2,Kabuki syndrome,1,Kabuki syndrome,-2,-1,-1,0,"Did not consider AI prediction.  Some cases harder than others due to smiling child or at different angle.  I had little use of the saliency/region relevance scores in decision, unless they region scores are consistent enough to be listed at common criteria.",Yes,"22q11DS,Kabuki syndrome","Ala nasi for 22q, lateral eversion of eyelids for Kabuki.  Could pretend to see periorbital fullness on Williams but not really.  Nothing useful on Angelman, Noonan or unaffected"
7/1/2024 5:34,7/1/2024 5:34,IP Address,100.36.103.51,3,27,FALSE,7/8/2024 5:34,R_GndDjnL5IC5Az8P,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2024 11:43,7/10/2024 12:11,IP Address,128.36.7.16,100,1638,TRUE,7/10/2024 12:11,R_GZ3LZStirE5GQBb,,,,,41.3186,-72.9302,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,< 1 year,Academic medical or research center,,,,Never,Unsure,Intermediate factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,1,1,1,Unaffected,1,Unaffected,-1,1,1,0,Noonan syndrome,2,Noonan syndrome,2,2,2,2,Unaffected,2,Unaffected,2,1,1,1,Williams syndrome,2,Williams syndrome,2,-1,-1,-1,22q11.2 deletion syndrome,1,Unaffected,0,-1,-1,-1,Noonan syndrome,2,Noonan syndrome,0,0,0,0,Williams syndrome,1,Williams syndrome,1,-1,-1,-1,Noonan syndrome,2,Noonan syndrome,1,-1,-1,-1,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,2,2,2,Williams syndrome,2,Williams syndrome,2,2,2,2,Unaffected,1,Unaffected,2,1,1,1,Unaffected,1,Unaffected,-1,0,0,0,Angelman syndrome,-2,22q11.2 deletion syndrome,-2,-2,-2,-2,Williams syndrome,1,Angelman syndrome,-1,-1,-1,-1,22q11.2 deletion syndrome,1,Noonan syndrome,-1,-1,-1,-1,Williams syndrome,2,Williams syndrome,1,-2,-2,-2,Unaffected,1,Unaffected,-1,-1,-1,-1,Using pictures is more challenging that examining a patient in the clinic. I feel some pictures mixed different features of the conditions which was confusing. I feel that AI is still developing. A prior study by Dr. Solomon showed that Geneticist perform better than AI for dysmorphology.,No,,
7/2/2024 22:50,7/3/2024 7:50,IP Address,98.229.220.157,100,32418,TRUE,7/3/2024 7:50,R_Gb31EGbfo0tfhDp,,,,,42.1033,-71.1772,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Sometimes,Inaccurate,Intermediate factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,2,Angelman syndrome,0,Angelman syndrome,2,-2,-2,2,Noonan syndrome,2,Noonan syndrome,2,-2,-2,2,Unaffected,1,Unaffected,2,-2,-2,2,Unaffected,1,Angelman syndrome,2,-2,-2,2,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,2,Williams syndrome,1,Williams syndrome,2,-2,-2,2,22q11.2 deletion syndrome,1,Kabuki syndrome,2,-2,-2,2,Noonan syndrome,2,Noonan syndrome,1,-2,-2,1,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-2,-2,2,Williams syndrome,1,Williams syndrome,2,-2,-2,2,Unaffected,0,Unaffected,2,-2,-2,2,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-2,-2,2,Kabuki syndrome,1,22q11.2 deletion syndrome,2,-2,-2,2,Williams syndrome,1,Angelman syndrome,1,-2,-2,2,Noonan syndrome,2,Noonan syndrome,2,-2,-2,2,Williams syndrome,1,Angelman syndrome,1,-2,-2,2,Unaffected,1,Unaffected,1,-2,-2,1,I did not find the map and region scores at all helpful. ,Yes,"Kabuki syndrome,Williams syndrome","eyebrows, nose, eyes"
7/8/2024 13:49,7/8/2024 14:11,IP Address,108.185.104.2,100,1336,TRUE,7/8/2024 14:11,R_GQhqyksHxIl30sk,,,,,34.106,-118.3607,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Have tried once or twice,Mostly accurate,Major factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,1,0,0,Angelman syndrome,2,Angelman syndrome,2,1,0,0,Noonan syndrome,2,Noonan syndrome,2,1,0,0,Unaffected,2,Unaffected,1,0,0,0,22q11.2 deletion syndrome,1,Angelman syndrome,0,0,0,0,Kabuki syndrome,2,Kabuki syndrome,2,1,0,0,Williams syndrome,1,Williams syndrome,1,0,0,0,Unaffected,1,Kabuki syndrome,0,0,0,0,Noonan syndrome,1,Williams syndrome,-1,0,0,0,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,1,0,0,0,Williams syndrome,2,Williams syndrome,1,0,0,1,22q11.2 deletion syndrome,1,Unaffected,-1,0,0,0,Unaffected,1,22q11.2 deletion syndrome,-1,0,0,0,Kabuki syndrome,1,22q11.2 deletion syndrome,1,0,0,0,Angelman syndrome,1,Angelman syndrome,1,0,0,0,Kabuki syndrome,1,Noonan syndrome,0,0,0,1,Angelman syndrome,2,Angelman syndrome,2,0,0,1,Kabuki syndrome,1,Kabuki syndrome,1,0,0,1,not sure how to use this tool,Yes,None,not sure
7/8/2024 15:03,7/8/2024 15:09,IP Address,198.161.4.81,53,385,FALSE,7/15/2024 15:09,R_G10Sd08DGckPQrJ,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Never,Mostly accurate,Intermediate factor in diagnosis,Kabuki syndrome,1,Kabuki syndrome,1,1,1,1,Angelman syndrome,0,Angelman syndrome,1,1,2,1,Noonan syndrome,2,Noonan syndrome,2,1,1,1,22q11.2 deletion syndrome,-1,Unaffected,1,1,0,2,Williams syndrome,2,Angelman syndrome,0,1,1,1,Kabuki syndrome,2,Kabuki syndrome,2,1,1,1,Unaffected,0,Williams syndrome,1,1,1,2,Noonan syndrome,-1,Kabuki syndrome,0,1,1,1,Noonan syndrome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2024 12:39,7/9/2024 13:04,IP Address,174.200.51.40,80,1536,FALSE,7/16/2024 13:05,R_GCsJa0KJ770qP4Z,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,5 to 10 years,Academic medical or research center,,,,Have tried once or twice,Unsure,Intermediate factor in diagnosis,Kabuki syndrome,0,Kabuki syndrome,1,1,1,1,Angelman syndrome,-1,Angelman syndrome,1,1,1,1,Noonan syndrome,1,Noonan syndrome,1,1,1,1,Unaffected,1,Unaffected,1,1,1,1,Williams syndrome,-1,Angelman syndrome,1,1,1,1,22q11.2 deletion syndrome,1,Kabuki syndrome,1,1,1,1,Angelman syndrome,-1,Williams syndrome,1,1,1,1,Noonan syndrome,1,Kabuki syndrome,1,1,1,1,Kabuki syndrome,0,Williams syndrome,1,1,1,1,22q11.2 deletion syndrome,0,22q11.2 deletion syndrome,1,1,1,1,Williams syndrome,0,Williams syndrome,1,1,1,1,Angelman syndrome,0,Unaffected,1,1,1,1,Unaffected,0,22q11.2 deletion syndrome,1,1,1,1,Williams syndrome,0,22q11.2 deletion syndrome,1,1,1,1,Williams syndrome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2024 20:00,7/7/2024 20:09,IP Address,160.87.0.221,11,516,FALSE,7/14/2024 20:09,R_GDxWRitBxon62v7,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Sometimes,Mostly accurate,Intermediate factor in diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2024 13:23,7/10/2024 13:29,IP Address,94.249.50.205,16,311,FALSE,7/17/2024 13:29,R_G4aL6s60bdxZ8pr,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Other,,,,Sometimes,Unsure,Intermediate factor in diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2024 14:39,7/10/2024 14:43,IP Address,174.196.132.16,16,229,FALSE,7/17/2024 14:43,R_GsvSRvHAANkiHTO,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Community based hospital,,,,Sometimes,Mostly accurate,Major factor in diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2024 14:02,7/16/2024 14:03,IP Address,72.66.16.178,3,24,FALSE,7/23/2024 14:03,R_GgbEo83lncDRJYS,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2024 14:34,7/16/2024 15:07,IP Address,205.142.197.89,99,1951,FALSE,7/23/2024 15:07,R_GE5bfiKBLCe9di7,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Sometimes,Unsure,Major factor in diagnosis,Kabuki syndrome,1,Kabuki syndrome,2,2,2,2,Angelman syndrome,-2,Angelman syndrome,2,2,2,2,Noonan syndrome,1,Noonan syndrome,2,2,2,2,22q11.2 deletion syndrome,-2,Unaffected,2,2,2,2,Williams syndrome,-1,Angelman syndrome,1,2,2,2,Kabuki syndrome,0,Kabuki syndrome,2,2,2,2,Williams syndrome,-2,Williams syndrome,2,2,2,2,Noonan syndrome,-2,Kabuki syndrome,-1,1,1,1,Noonan syndrome,-1,Williams syndrome,1,1,1,1,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,2,2,2,Williams syndrome,0,Williams syndrome,2,2,2,2,Unaffected,-2,Unaffected,2,2,2,2,Noonan syndrome,-2,Noonan syndrome,1,1,1,1,Kabuki syndrome,-2,22q11.2 deletion syndrome,0,0,0,0,Angelman syndrome,-1,Angelman syndrome,2,2,2,2,Noonan syndrome,-2,Noonan syndrome,2,2,2,2,Williams syndrome,-2,Angelman syndrome,0,0,0,0,Kabuki syndrome,-2,Kabuki syndrome,2,2,2,2,,No,,
7/16/2024 16:13,7/16/2024 16:21,IP Address,100.15.94.54,49,428,FALSE,7/23/2024 16:21,R_Go34GtGPW69WLo5,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,1 to 5 years,Community based hospital,,,,Have tried once or twice,Inaccurate,Intermediate factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,-2,1,1,22q11.2 deletion syndrome,1,Angelman syndrome,1,-2,-1,1,Noonan syndrome,2,Noonan syndrome,-2,-2,0,2,Unaffected,2,Unaffected,2,-2,-2,-2,Williams syndrome,1,Williams syndrome,-2,-2,-2,-2,Kabuki syndrome,1,Kabuki syndrome,1,-2,-2,1,Williams syndrome,2,Williams syndrome,2,-2,-2,2,Noonan syndrome,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2024 21:20,7/17/2024 21:42,IP Address,174.109.31.153,100,1337,TRUE,7/17/2024 21:42,R_GGrm1vliCilYvFG,,,,,35.961,-78.9291,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Have tried once or twice,Unsure,Intermediate factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,-2,22q11.2 deletion syndrome,0,Angelman syndrome,0,0,0,0,Noonan syndrome,2,Noonan syndrome,2,-2,-2,-2,Kabuki syndrome,2,Kabuki syndrome,0,0,0,0,Williams syndrome,2,Williams syndrome,0,0,0,0,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,-2,Williams syndrome,2,Williams syndrome,2,-2,-2,-2,Noonan syndrome,2,Noonan syndrome,0,-2,-2,-2,Noonan syndrome,2,Noonan syndrome,0,-2,-2,-2,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-2,-2,-2,Williams syndrome,2,Williams syndrome,2,-2,-2,-2,Unaffected,2,Unaffected,2,-2,-2,-2,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,1,-2,-2,-2,Kabuki syndrome,2,Kabuki syndrome,0,-2,-2,-2,Unaffected,0,Unaffected,0,-2,-2,-2,Noonan syndrome,2,Noonan syndrome,2,-2,-2,-2,Angelman syndrome,2,Angelman syndrome,2,-2,-2,-2,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,-2,My first thought is I hope I don't mess up your survey by being a poor research participant I really did not understand the AI diagrams and pictures either I recognize the condition immediately stage with that diagnosis or if the AI tool disagreed I reduced my confidence level and if this was the real world it would make me pause and reconsider am I really sure this is the diagnosis which as for the various boxes and diagrams they meant nothing to me,Yes,None,None
7/18/2024 12:46,7/18/2024 13:12,IP Address,61.2.202.41,100,1572,TRUE,7/18/2024 13:12,R_GM560ttQFtofeYK,,,,,17.3724,78.4378,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Sometimes,Mostly accurate,Intermediate factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,1,1,2,22q11.2 deletion syndrome,1,Angelman syndrome,2,2,1,2,Noonan syndrome,2,Noonan syndrome,2,2,2,2,Unaffected,1,Unaffected,1,1,1,2,Unaffected,1,Unaffected,1,-1,-1,-1,Kabuki syndrome,1,Kabuki syndrome,2,1,1,2,Williams syndrome,1,Williams syndrome,2,1,1,2,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,1,0,0,0,Williams syndrome,2,Williams syndrome,2,1,1,1,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,1,1,2,Williams syndrome,1,Williams syndrome,2,1,1,2,Unaffected,1,Unaffected,1,1,1,1,Unaffected,1,Unaffected,0,0,0,0,Kabuki syndrome,1,22q11.2 deletion syndrome,1,1,1,1,Angelman syndrome,1,Angelman syndrome,1,1,1,1,Noonan syndrome,1,Noonan syndrome,2,1,1,2,Williams syndrome,2,Williams syndrome,1,-1,-1,-1,Unaffected,1,Unaffected,1,0,0,0,The AI prediction matched the clinical diagnosis in most of the cases.,No,,
7/18/2024 18:25,7/18/2024 18:35,IP Address,104.28.98.39,22,604,FALSE,7/25/2024 18:35,R_GYajHkj0stsmNdb,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,1 to 5 years,Academic medical or research center,,,,Have tried once or twice,Unsure,Intermediate factor in diagnosis,Kabuki syndrome,1,Kabuki syndrome,2,-2,-2,0,22q11.2 deletion syndrome,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2024 9:50,7/20/2024 10:10,IP Address,94.190.136.160,100,1164,TRUE,7/20/2024 10:10,R_GTQTPTvtpbmXp1S,,,,,43.2002,27.9425,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,5 to 10 years,Community based hospital,,,,Routinely,Mostly accurate,Major factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,1,1,2,22q11.2 deletion syndrome,1,Angelman syndrome,1,1,1,1,Noonan syndrome,2,Noonan syndrome,2,0,0,2,Unaffected,1,Unaffected,1,0,0,2,Unaffected,1,Unaffected,1,0,0,0,Kabuki syndrome,2,Kabuki syndrome,2,0,0,2,Williams syndrome,2,Williams syndrome,2,0,0,2,Noonan syndrome,1,Unaffected,0,0,0,0,Kabuki syndrome,0,Williams syndrome,0,0,0,0,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,0,0,2,Williams syndrome,2,Williams syndrome,2,0,0,2,Unaffected,1,Unaffected,1,0,0,1,Unaffected,0,22q11.2 deletion syndrome,-1,0,0,1,Kabuki syndrome,2,Kabuki syndrome,0,0,0,0,Williams syndrome,-1,Angelman syndrome,-2,0,0,0,Noonan syndrome,1,Noonan syndrome,1,0,0,1,Angelman syndrome,2,Angelman syndrome,2,0,0,1,Unaffected,0,Unaffected,-2,0,0,0, saliency maps has no clear benefits to me,Yes,,
7/22/2024 7:40,7/22/2024 8:42,IP Address,57.133.22.168,100,3723,TRUE,7/22/2024 8:42,R_GSe6EPLpyzeijL1,,,,,43.1479,12.1097,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Molecular diagnostic company,,,,Sometimes,Highly accurate,Major factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,0,0,2,Angelman syndrome,1,Angelman syndrome,2,0,0,2,Noonan syndrome,2,Noonan syndrome,2,0,0,2,22q11.2 deletion syndrome,1,Unaffected,1,0,1,1,Angelman syndrome,1,Angelman syndrome,2,0,0,2,Kabuki syndrome,2,Kabuki syndrome,2,0,0,2,Williams syndrome,2,Williams syndrome,2,0,0,2,Williams syndrome,1,Kabuki syndrome,1,0,0,1,Noonan syndrome,2,Noonan syndrome,0,0,0,0,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,0,0,2,Williams syndrome,2,Williams syndrome,2,0,0,2,Unaffected,0,Unaffected,2,0,0,2,Kabuki syndrome,1,22q11.2 deletion syndrome,1,0,0,2,Kabuki syndrome,2,22q11.2 deletion syndrome,1,0,0,2,Williams syndrome,1,Angelman syndrome,2,0,0,2,Noonan syndrome,2,Noonan syndrome,2,0,0,2,Angelman syndrome,1,Angelman syndrome,0,0,0,0,Unaffected,2,Kabuki syndrome,2,0,0,2,Great exercise on how much more accurate facial analysis technology is than an experience clinician (me),Yes,None,I am struggling with sliency maps
7/22/2024 14:49,7/22/2024 15:15,IP Address,146.79.254.10,99,1547,FALSE,7/29/2024 15:15,R_G2b6bfhruev4XW2,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,> 10 years,Academic medical or research center,,,,Have tried once or twice,Inaccurate,Minor factor in diagnosis,Kabuki syndrome,2,Kabuki syndrome,2,0,-2,2,Angelman syndrome,1,Angelman syndrome,2,-1,-2,2,Noonan syndrome,2,Noonan syndrome,2,-2,-2,2,Unaffected,0,Unaffected,2,-2,-2,2,Unaffected,1,Angelman syndrome,0,-2,-2,1,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,2,Williams syndrome,-1,Williams syndrome,2,-2,-2,2,Noonan syndrome,1,Kabuki syndrome,0,-2,-2,1,Noonan syndrome,1,Williams syndrome,1,-2,-2,1,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,-2,-2,2,Williams syndrome,2,Williams syndrome,2,-2,-2,2,Unaffected,1,Unaffected,2,-2,-2,1,Unaffected,0,Unaffected,0,-2,-2,0,Kabuki syndrome,0,22q11.2 deletion syndrome,1,-2,-2,2,Williams syndrome,0,Angelman syndrome,0,-2,-2,1,Unaffected,0,Noonan syndrome,1,-2,-2,1,Williams syndrome,2,Angelman syndrome,2,-2,-2,2,Kabuki syndrome,2,Kabuki syndrome,2,-2,-2,2,I did not find the saliency or region relevance scores helpful,No,,
7/24/2024 10:39,7/24/2024 10:42,IP Address,140.251.28.112,21,132,FALSE,7/31/2024 10:42,R_GNuzwXI65moQ8JH,,,,,,,anonymous,EN,Yes,"a board certified or board eligible medical professional (MD, DO, GC, NP, or PA)",,Medical Geneticist,,,5 to 10 years,Academic medical or research center,,,,Sometimes,Inaccurate,Not used in diagnosis,Kabuki syndrome,1,Kabuki syndrome,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabuki,,Kabuki,,,,,Angelman,,Angelman,,,,,Noonan,,Noonan,,,,,Unaffected,,Unaffected,,,,,Angelman  ,,Angelman  ,,,,,Kabuki,,Kabuki,,,,,Williams,,Williams,,,,,Kabuki syndrome,,Kabuki syndrome,,,,,Williams syndrome,,Williams syndrome,,,,,221DS,,22DS,,,,,Williams,,Williams,,,,,Unaffected,,Unaffected,,,,,22qDS,,22qDS,,,,,22q11.2DS,,22q11.2DS,,,,,Angelman,,Angelman,,,,,Noonan,,Noonan,,,,,Angelman  ,,Angelman  ,,,,,Kabuki,,Kabuki,,,,,,,,
Ground Truth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabuki,,Kabuki,,,,,Angelman,,Angelman,,,,,Noonan,,Noonan,,,,,Unaffected,,Unaffected,,,,,Unaffected,,Unaffected,,,,,Kabuki,,Kabuki,,,,,Williams,,Williams,,,,,22qDS,,22qDS,,,,,Noonan,,Noonan,,,,,221DS,,22DS,,,,,Williams,,Williams,,,,,Unaffected,,Unaffected,,,,,22qDS,,22qDS,,,,,Kabuki,,Kabuki,,,,,Angelman,,Angelman,,,,,Noonan,,Noonan,,,,,Williams,,Williams,,,,,Angelman,,Angelman,,,,,,,,
Image #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSSlide133,,KSSlide133,,,,,AngelmanSlide92,,AngelmanSlide92,,,,,NSSlide103,,NSSlide103,,,,,UnaffectedSlide204,,UnaffectedSlide204,,,,,UnaffectedSlide237,,UnaffectedSlide237,,,,,KSSlide5,,KSSlide5,,,,,WSSlide373-01,,WSSlide373-01,,,,,22q11DSSlide56,,22q11DSSlide56,,,,,NSSlide300,,NSSlide300,,,,,22q11DSSlide210,,22q11DSSlide210,,,,,WSSlide228,,WSSlide228,,,,,UnaffectedSlide229,,UnaffectedSlide229,,,,,22q11DSSlide52,,22q11DSSlide52,,,,,KSSlide134,,KSSlide134,,,,,AngelmanSlide13,,AngelmanSlide13,,,,,NSSlide198,,NSSlide198,,,,,WSSlide11,,WSSlide11,,,,,AngelmanSlide273,,AngelmanSlide273,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of started surveys,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Completed Surveys,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
